Country,Time,Balance,Product,Value,Unit
Mexico,26-Jan,Net Electricity Production,Not Specified,389.6667,GWh
Mexico,26-Jan,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",5737.7169,GWh
Mexico,26-Jan,Total Imports,Electricity,163.8966,GWh
Mexico,26-Jan,Total Exports,Electricity,310.0392,GWh
Mexico,26-Jan,Distribution Losses,Electricity,3243.1218,GWh
Mexico,26-Jan,Final Consumption (Calculated),Electricity,23784.3811,GWh
Mexico,26-Jan,Net Electricity Production,Wind,1958.092,GWh
Netherlands,26-Jan,Net Electricity Production,Electricity,13773.4216,GWh
Netherlands,26-Jan,Net Electricity Production,Nuclear,361.914,GWh
Netherlands,26-Jan,Net Electricity Production,Hydro,3.797,GWh
Netherlands,26-Jan,Net Electricity Production,Total Combustible Fuels,9280.1402,GWh
Netherlands,26-Jan,Net Electricity Production,"Coal, Peat and Manufactured Gases",1532.4332,GWh
Netherlands,26-Jan,Net Electricity Production,Oil and Petroleum Products,105.1241,GWh
Netherlands,26-Jan,Net Electricity Production,Natural Gas,6648.0435,GWh
Netherlands,26-Jan,Net Electricity Production,Combustible Renewables,840.6992,GWh
Netherlands,26-Jan,Net Electricity Production,Other Combustible Non-Renewables,153.8401,GWh
Netherlands,26-Jan,Net Electricity Production,Solar,505.3252,GWh
Netherlands,26-Jan,Net Electricity Production,Not Specified,54.5002,GWh
Netherlands,26-Jan,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",4917.5664,GWh
Netherlands,26-Jan,Total Imports,Electricity,1194.674,GWh
Netherlands,26-Jan,Total Exports,Electricity,3443.9653,GWh
Netherlands,26-Jan,Distribution Losses,Electricity,411.3253,GWh
Netherlands,26-Jan,Final Consumption (Calculated),Electricity,11112.8051,GWh
Netherlands,26-Jan,Net Electricity Production,Wind,3567.745,GWh
New Zealand,26-Jan,Net Electricity Production,Electricity,3369.3669,GWh
New Zealand,26-Jan,Net Electricity Production,Hydro,1978.1191,GWh
New Zealand,26-Jan,Net Electricity Production,Total Combustible Fuels,114.636,GWh
New Zealand,26-Jan,Net Electricity Production,"Coal, Peat and Manufactured Gases",29.1079,GWh
New Zealand,26-Jan,Net Electricity Production,Natural Gas,61.4452,GWh
New Zealand,26-Jan,Net Electricity Production,Combustible Renewables,24.083,GWh
New Zealand,26-Jan,Net Electricity Production,Geothermal,790.5604,GWh
New Zealand,26-Jan,Net Electricity Production,Solar,139.6709,GWh
New Zealand,26-Jan,Net Electricity Production,Not Specified,2.2093,GWh
New Zealand,26-Jan,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",3276.6045,GWh
New Zealand,26-Jan,Distribution Losses,Electricity,233.4044,GWh
New Zealand,26-Jan,Final Consumption (Calculated),Electricity,3135.9625,GWh
New Zealand,26-Jan,Net Electricity Production,Wind,344.1712,GWh
Norway,26-Jan,Net Electricity Production,Electricity,17784.6517,GWh
Norway,26-Jan,Net Electricity Production,Hydro,15999.6853,GWh
Norway,26-Jan,Net Electricity Production,Total Combustible Fuels,166.7756,GWh
Norway,26-Jan,Net Electricity Production,"Coal, Peat and Manufactured Gases",9.6092,GWh
Norway,26-Jan,Net Electricity Production,Oil and Petroleum Products,3.083,GWh
Norway,26-Jan,Net Electricity Production,Combustible Renewables,20.0199,GWh
Norway,26-Jan,Net Electricity Production,Other Combustible Non-Renewables,134.0635,GWh
Norway,26-Jan,Net Electricity Production,Solar,3.4018,GWh
Norway,26-Jan,Net Electricity Production,Not Specified,30.0459,GWh
Norway,26-Jan,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",17607.8501,GWh
Norway,26-Jan,Total Imports,Electricity,860.123,GWh
Norway,26-Jan,Total Exports,Electricity,2459.741,GWh
Norway,26-Jan,Used for pumped storage,Electricity,13.3985,GWh
Norway,26-Jan,Distribution Losses,Electricity,1074.8479,GWh
Norway,26-Jan,Final Consumption (Calculated),Electricity,15096.7873,GWh
Norway,26-Jan,Net Electricity Production,Wind,1584.7432,GWh
Poland,26-Jan,Net Electricity Production,Electricity,16485.5057,GWh
Poland,26-Jan,Net Electricity Production,Hydro,189.7986,GWh
Poland,26-Jan,Net Electricity Production,Total Combustible Fuels,13342.3677,GWh
Poland,26-Jan,Net Electricity Production,"Coal, Peat and Manufactured Gases",9558.4442,GWh
Poland,26-Jan,Net Electricity Production,Oil and Petroleum Products,0,GWh
Poland,26-Jan,Net Electricity Production,Natural Gas,2914.2403,GWh
Poland,26-Jan,Net Electricity Production,Combustible Renewables,820.7547,GWh
Poland,26-Jan,Net Electricity Production,Other Combustible Non-Renewables,48.9285,GWh
Poland,26-Jan,Net Electricity Production,Solar,465.9012,GWh
Poland,26-Jan,Net Electricity Production,Not Specified,4.1667,GWh
Poland,26-Jan,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",3959.726,GWh
Poland,26-Jan,Total Imports,Electricity,1581.2446,GWh
Poland,26-Jan,Total Exports,Electricity,1650.8844,GWh
Poland,26-Jan,Used for pumped storage,Electricity,119.7635,GWh
Poland,26-Jan,Distribution Losses,Electricity,2117.6775,GWh
Poland,26-Jan,Final Consumption (Calculated),Electricity,14178.4248,GWh
Poland,26-Jan,Net Electricity Production,Wind,2483.2715,GWh
Portugal,26-Jan,Net Electricity Production,Electricity,5911.0351,GWh
Portugal,26-Jan,Net Electricity Production,Hydro,2329.5207,GWh
Portugal,26-Jan,Net Electricity Production,Total Combustible Fuels,1279.7229,GWh
Portugal,26-Jan,Net Electricity Production,Oil and Petroleum Products,69.8781,GWh
Portugal,26-Jan,Net Electricity Production,Natural Gas,915.0996,GWh
Portugal,26-Jan,Net Electricity Production,Combustible Renewables,273.9918,GWh
Portugal,26-Jan,Net Electricity Production,Other Combustible Non-Renewables,20.7534,GWh
Portugal,26-Jan,Net Electricity Production,Geothermal,14.5527,GWh
Portugal,26-Jan,Net Electricity Production,Solar,338.8334,GWh
Portugal,26-Jan,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",4905.304,GWh
Portugal,26-Jan,Total Imports,Electricity,848.9858,GWh
Portugal,26-Jan,Total Exports,Electricity,541.8419,GWh
Portugal,26-Jan,Used for pumped storage,Electricity,390.1774,GWh
Portugal,26-Jan,Distribution Losses,Electricity,506.6054,GWh
Portugal,26-Jan,Final Consumption (Calculated),Electricity,5321.3961,GWh
Portugal,26-Jan,Net Electricity Production,Wind,1948.4054,GWh
Slovak Republic,26-Jan,Net Electricity Production,Electricity,2656.1183,GWh
Slovak Republic,26-Jan,Net Electricity Production,Nuclear,1712.8704,GWh
Slovak Republic,26-Jan,Net Electricity Production,Hydro,248.9625,GWh
Slovak Republic,26-Jan,Net Electricity Production,Total Combustible Fuels,672.2278,GWh
Slovak Republic,26-Jan,Net Electricity Production,"Coal, Peat and Manufactured Gases",91.6646,GWh
Slovak Republic,26-Jan,Net Electricity Production,Oil and Petroleum Products,49.0741,GWh
Slovak Republic,26-Jan,Net Electricity Production,Natural Gas,427.1723,GWh
Slovak Republic,26-Jan,Net Electricity Production,Combustible Renewables,101.6054,GWh
Slovak Republic,26-Jan,Net Electricity Production,Other Combustible Non-Renewables,2.7113,GWh
Slovak Republic,26-Jan,Net Electricity Production,Solar,19.1101,GWh
Slovak Republic,26-Jan,Net Electricity Production,Not Specified,2.9474,GWh
Slovak Republic,26-Jan,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",369.6781,GWh
Slovak Republic,26-Jan,Total Imports,Electricity,1834.1413,GWh
Slovak Republic,26-Jan,Total Exports,Electricity,1948.8881,GWh
Slovak Republic,26-Jan,Used for pumped storage,Electricity,56,GWh
Slovak Republic,26-Jan,Distribution Losses,Electricity,159.312,GWh
Slovak Republic,26-Jan,Final Consumption (Calculated),Electricity,2326.0595,GWh
Slovenia,26-Jan,Net Electricity Production,Electricity,1248.5287,GWh
Slovenia,26-Jan,Net Electricity Production,Nuclear,522.3171,GWh
Slovenia,26-Jan,Net Electricity Production,Hydro,236.1765,GWh
Slovenia,26-Jan,Net Electricity Production,Total Combustible Fuels,459.0071,GWh
Slovenia,26-Jan,Net Electricity Production,"Coal, Peat and Manufactured Gases",250.308,GWh
Slovenia,26-Jan,Net Electricity Production,Oil and Petroleum Products,0.2505,GWh
Slovenia,26-Jan,Net Electricity Production,Natural Gas,162.8303,GWh
Slovenia,26-Jan,Net Electricity Production,Combustible Renewables,44.5763,GWh
Slovenia,26-Jan,Net Electricity Production,Other Combustible Non-Renewables,1.0421,GWh
Slovenia,26-Jan,Net Electricity Production,Solar,30.2923,GWh
Slovenia,26-Jan,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",311.7808,GWh
Slovenia,26-Jan,Total Imports,Electricity,801.632,GWh
Slovenia,26-Jan,Total Exports,Electricity,626.318,GWh
Slovenia,26-Jan,Used for pumped storage,Electricity,27.1324,GWh
Slovenia,26-Jan,Distribution Losses,Electricity,96.8193,GWh
Slovenia,26-Jan,Final Consumption (Calculated),Electricity,1299.891,GWh
Slovenia,26-Jan,Net Electricity Production,Wind,0.7357,GWh
Spain,26-Jan,Net Electricity Production,Electricity,26747.8566,GWh
Spain,26-Jan,Net Electricity Production,Nuclear,5266.1028,GWh
Spain,26-Jan,Net Electricity Production,Hydro,3668.0164,GWh
Spain,26-Jan,Net Electricity Production,Total Combustible Fuels,6796.344,GWh
Spain,26-Jan,Net Electricity Production,"Coal, Peat and Manufactured Gases",22.3717,GWh
Spain,26-Jan,Net Electricity Production,Oil and Petroleum Products,925.9752,GWh
Spain,26-Jan,Net Electricity Production,Natural Gas,5286.5094,GWh
Spain,26-Jan,Net Electricity Production,Combustible Renewables,507.0045,GWh
Spain,26-Jan,Net Electricity Production,Other Combustible Non-Renewables,54.4831,GWh
Spain,26-Jan,Net Electricity Production,Solar,2762.2414,GWh
Spain,26-Jan,Net Electricity Production,Other Renewables,0.6607,GWh
Spain,26-Jan,Net Electricity Production,Not Specified,18.8878,GWh
Spain,26-Jan,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",15173.5266,GWh
Spain,26-Jan,Total Imports,Electricity,1142.862,GWh
Spain,26-Jan,Total Exports,Electricity,2209.814,GWh
Spain,26-Jan,Used for pumped storage,Electricity,771.3636,GWh
Spain,26-Jan,Distribution Losses,Electricity,2321.4193,GWh
Spain,26-Jan,Final Consumption (Calculated),Electricity,22588.1217,GWh
Spain,26-Jan,Net Electricity Production,Wind,8235.6036,GWh
Sweden,26-Jan,Net Electricity Production,Electricity,18223.4631,GWh
Sweden,26-Jan,Net Electricity Production,Nuclear,5115.7412,GWh
Sweden,26-Jan,Net Electricity Production,Hydro,8133.5053,GWh
Sweden,26-Jan,Net Electricity Production,Total Combustible Fuels,1718.3292,GWh
Sweden,26-Jan,Net Electricity Production,"Coal, Peat and Manufactured Gases",98.7682,GWh
Sweden,26-Jan,Net Electricity Production,Oil and Petroleum Products,75.0252,GWh
Sweden,26-Jan,Net Electricity Production,Natural Gas,24.8911,GWh
Sweden,26-Jan,Net Electricity Production,Combustible Renewables,1396.1493,GWh
Sweden,26-Jan,Net Electricity Production,Other Combustible Non-Renewables,123.4954,GWh
Sweden,26-Jan,Net Electricity Production,Solar,32.3931,GWh
Sweden,26-Jan,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",12785.542,GWh
Sweden,26-Jan,Total Imports,Electricity,1018.5977,GWh
Sweden,26-Jan,Total Exports,Electricity,3955.4455,GWh
Sweden,26-Jan,Used for pumped storage,Electricity,1.008,GWh
Sweden,26-Jan,Distribution Losses,Electricity,1083.9661,GWh
Sweden,26-Jan,Final Consumption (Calculated),Electricity,14201.6413,GWh
Sweden,26-Jan,Net Electricity Production,Wind,3223.4943,GWh
Switzerland,26-Jan,Net Electricity Production,Electricity,4899.2084,GWh
Switzerland,26-Jan,Net Electricity Production,Nuclear,1454,GWh
Switzerland,26-Jan,Net Electricity Production,Hydro,2883,GWh
Switzerland,26-Jan,Net Electricity Production,Total Combustible Fuels,338.2711,GWh
Switzerland,26-Jan,Net Electricity Production,Oil and Petroleum Products,0.9601,GWh
Switzerland,26-Jan,Net Electricity Production,Natural Gas,14.2457,GWh
Switzerland,26-Jan,Net Electricity Production,Combustible Renewables,214.6499,GWh
Switzerland,26-Jan,Net Electricity Production,Other Combustible Non-Renewables,108.4154,GWh
Switzerland,26-Jan,Net Electricity Production,Solar,205.9858,GWh
Switzerland,26-Jan,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",3321.5872,GWh
Switzerland,26-Jan,Total Imports,Electricity,3685,GWh
Switzerland,26-Jan,Total Exports,Electricity,1910,GWh
Switzerland,26-Jan,Used for pumped storage,Electricity,301,GWh
Switzerland,26-Jan,Distribution Losses,Electricity,384.9994,GWh
Switzerland,26-Jan,Final Consumption (Calculated),Electricity,5988.209,GWh
Switzerland,26-Jan,Net Electricity Production,Wind,17.9515,GWh
Republic of Turkiye,26-Jan,Net Electricity Production,Electricity,31429.8521,GWh
Republic of Turkiye,26-Jan,Net Electricity Production,Hydro,4274.812,GWh
Republic of Turkiye,26-Jan,Net Electricity Production,Total Combustible Fuels,19172.0034,GWh
Republic of Turkiye,26-Jan,Net Electricity Production,"Coal, Peat and Manufactured Gases",10344.1839,GWh
Republic of Turkiye,26-Jan,Net Electricity Production,Oil and Petroleum Products,64.9614,GWh
Republic of Turkiye,26-Jan,Net Electricity Production,Natural Gas,7939.7273,GWh
Republic of Turkiye,26-Jan,Net Electricity Production,Combustible Renewables,712.0356,GWh
Republic of Turkiye,26-Jan,Net Electricity Production,Other Combustible Non-Renewables,111.0951,GWh
Republic of Turkiye,26-Jan,Net Electricity Production,Geothermal,807.6485,GWh
Republic of Turkiye,26-Jan,Net Electricity Production,Solar,1859.1501,GWh
Republic of Turkiye,26-Jan,Net Electricity Production,Not Specified,94.0533,GWh
Republic of Turkiye,26-Jan,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",12875.831,GWh
Republic of Turkiye,26-Jan,Total Imports,Electricity,62.2203,GWh
Republic of Turkiye,26-Jan,Total Exports,Electricity,436.1975,GWh
Republic of Turkiye,26-Jan,Distribution Losses,Electricity,2589.6882,GWh
Republic of Turkiye,26-Jan,Final Consumption (Calculated),Electricity,28466.1867,GWh
Republic of Turkiye,26-Jan,Net Electricity Production,Wind,5222.1848,GWh
United Kingdom,26-Jan,Net Electricity Production,Electricity,28887.6323,GWh
United Kingdom,26-Jan,Net Electricity Production,Nuclear,2764.7096,GWh
United Kingdom,26-Jan,Net Electricity Production,Hydro,636.3635,GWh
United Kingdom,26-Jan,Net Electricity Production,Total Combustible Fuels,14213.4747,GWh
United Kingdom,26-Jan,Net Electricity Production,Oil and Petroleum Products,104.2934,GWh
United Kingdom,26-Jan,Net Electricity Production,Natural Gas,10392.8535,GWh
United Kingdom,26-Jan,Net Electricity Production,Combustible Renewables,3294.268,GWh
United Kingdom,26-Jan,Net Electricity Production,Other Combustible Non-Renewables,422.0597,GWh
United Kingdom,26-Jan,Net Electricity Production,Solar,408.607,GWh
United Kingdom,26-Jan,Net Electricity Production,Other Renewables,1.0788,GWh
United Kingdom,26-Jan,Net Electricity Production,Not Specified,151.1067,GWh
United Kingdom,26-Jan,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",15052.6094,GWh
United Kingdom,26-Jan,Total Imports,Electricity,3119.6801,GWh
United Kingdom,26-Jan,Total Exports,Electricity,1284.4601,GWh
United Kingdom,26-Jan,Used for pumped storage,Electricity,175.9301,GWh
United Kingdom,26-Jan,Distribution Losses,Electricity,3558.2121,GWh
United Kingdom,26-Jan,Final Consumption (Calculated),Electricity,26988.7101,GWh
United Kingdom,26-Jan,Net Electricity Production,Wind,10712.2921,GWh
United States,26-Jan,Net Electricity Production,Electricity,412113.9805,GWh
United States,26-Jan,Net Electricity Production,Nuclear,73299.4535,GWh
United States,26-Jan,Net Electricity Production,Hydro,30077.8982,GWh
United States,26-Jan,Net Electricity Production,Total Combustible Fuels,238720.8241,GWh
United States,26-Jan,Net Electricity Production,"Coal, Peat and Manufactured Gases",76291.4134,GWh
United States,26-Jan,Net Electricity Production,Oil and Petroleum Products,7908.9733,GWh
United States,26-Jan,Net Electricity Production,Natural Gas,149678.3523,GWh
United States,26-Jan,Net Electricity Production,Combustible Renewables,4200.3851,GWh
United States,26-Jan,Net Electricity Production,Other Combustible Non-Renewables,641.7,GWh
United States,26-Jan,Net Electricity Production,Geothermal,1420.679,GWh
United States,26-Jan,Net Electricity Production,Solar,22850.4558,GWh
United States,26-Jan,Net Electricity Production,Not Specified,1544.983,GWh
United States,26-Jan,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",102749.1049,GWh
United States,26-Jan,Total Imports,Electricity,2677.9158,GWh
United States,26-Jan,Total Exports,Electricity,3007.8974,GWh
United States,26-Jan,Used for pumped storage,Electricity,2192.3612,GWh
United States,26-Jan,Distribution Losses,Electricity,29113.5774,GWh
United States,26-Jan,Final Consumption (Calculated),Electricity,380478.0603,GWh
United States,26-Jan,Net Electricity Production,Wind,44199.6868,GWh
OECD Americas,26-Jan,Net Electricity Production,Electricity,521102.6346,GWh
OECD Americas,26-Jan,Net Electricity Production,Nuclear,81655.8933,GWh
OECD Americas,26-Jan,Net Electricity Production,Hydro,76980.2632,GWh
OECD Americas,26-Jan,Net Electricity Production,Total Combustible Fuels,277957.2473,GWh
OECD Americas,26-Jan,Net Electricity Production,"Coal, Peat and Manufactured Gases",80847.8296,GWh
OECD Americas,26-Jan,Net Electricity Production,Oil and Petroleum Products,10633.6958,GWh
OECD Americas,26-Jan,Net Electricity Production,Natural Gas,179821.4839,GWh
OECD Americas,26-Jan,Net Electricity Production,Combustible Renewables,5981.6092,GWh
OECD Americas,26-Jan,Net Electricity Production,Other Combustible Non-Renewables,672.6289,GWh
OECD Americas,26-Jan,Net Electricity Production,Geothermal,1843.9597,GWh
OECD Americas,26-Jan,Net Electricity Production,Solar,27490.0256,GWh
OECD Americas,26-Jan,Net Electricity Production,Not Specified,1960.6497,GWh
OECD Americas,26-Jan,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",165510.4534,GWh
OECD Americas,26-Jan,Total Imports,Electricity,5489.225,GWh
OECD Americas,26-Jan,Total Exports,Electricity,6949.9266,GWh
OECD Americas,26-Jan,Used for pumped storage,Electricity,2214.973,GWh
OECD Americas,26-Jan,Distribution Losses,Electricity,36860.4318,GWh
OECD Americas,26-Jan,Final Consumption (Calculated),Electricity,480566.5282,GWh
OECD Americas,26-Jan,Net Electricity Production,Wind,53214.5957,GWh
OECD Asia Oceania,26-Jan,Net Electricity Production,Electricity,176924.2489,GWh
OECD Asia Oceania,26-Jan,Net Electricity Production,Nuclear,22849.8245,GWh
OECD Asia Oceania,26-Jan,Net Electricity Production,Hydro,8347.0454,GWh
